,dataset,image_name,c1,c2,c3,c4,c5,c_total,scaled_MOS_quality,SD,MOS_zscore,set
266,koniq,10633933603.jpg,0,10,75,27,0,112,3.15178571428571,0.556854444704245,58.8898305084746,test
267,koniq,10635160054.jpg,0,1,61,62,0,124,3.49193548387097,0.517906475876725,69.7049180327869,training
268,koniq,1063722220.jpg,0,11,85,15,0,111,3.03603603603604,0.484822890397344,56.0233050847458,training
269,koniq,10642085843.jpg,0,0,25,75,7,107,3.83177570093458,0.52280053753367,74.8375,training
270,koniq,10644234544.jpg,0,15,74,19,0,108,3.03703703703704,0.56246995227618,54.7289915966387,test
271,koniq,106456452.jpg,19,64,16,1,0,100,1.99,0.627565441877087,25.2727272727273,training
272,koniq,10660362264.jpg,0,0,32,66,7,105,3.76190476190476,0.563706987508198,77.8932038834951,training
273,koniq,10660571735.jpg,1,28,72,11,0,112,2.83035714285714,0.598622937122711,47.7021739130435,training
274,koniq,10660620125.jpg,0,1,37,67,6,111,3.7027027027027,0.581449514647263,73.7898230088496,training
275,koniq,106652866.jpg,0,29,50,19,0,98,2.89795918367347,0.695935118411553,49.0441176470588,test
276,koniq,10665464526.jpg,0,0,20,76,9,105,3.8952380952381,0.517460692000434,76.9138655462185,training
277,koniq,10676427864.jpg,0,0,23,74,2,99,3.78787878787879,0.457872793865044,75.872641509434,training
278,koniq,1067765170.jpg,0,23,75,9,0,107,2.86915887850467,0.533484666709199,51.175,test
279,koniq,10678199353.jpg,0,1,50,57,0,108,3.51851851851852,0.520270984055541,70.3611111111111,training
280,koniq,10678350303.jpg,0,4,53,52,5,114,3.50877192982456,0.641425597463337,66.7866379310345,test
281,koniq,10679134563.jpg,7,64,25,2,0,98,2.22448979591837,0.601212044602581,33.2791262135922,training
282,koniq,10680153225.jpg,2,39,58,7,0,106,2.66037735849057,0.630748496445449,45.4065217391304,training
283,koniq,10680502673.jpg,0,1,16,75,15,107,3.97196261682243,0.573929584880092,78.75625,validation
284,koniq,10680715605.jpg,6,56,45,3,0,110,2.40909090909091,0.639602149066831,37.3,test
285,koniq,10680932454.jpg,0,27,63,18,0,108,2.91666666666667,0.643079623273167,51.39375,test
286,koniq,10683218616.jpg,0,2,41,68,1,112,3.60714285714286,0.542884236944945,69.4391304347826,training
287,koniq,10686332213.jpg,0,12,70,24,0,106,3.11320754716981,0.574385878540122,57.4216101694915,validation
288,koniq,10689376076.jpg,0,6,88,19,1,114,3.13157894736842,0.489051056833571,59.239406779661,test
289,koniq,10689538413.jpg,0,2,28,71,7,108,3.76851851851852,0.58973273657517,73.66875,validation
290,koniq,10689722684.jpg,0,0,19,82,7,108,3.88888888888889,0.480134975830314,76.14375,training
291,koniq,10690294454.jpg,0,2,37,70,0,109,3.62385321100917,0.523326093822681,72.5,training
292,koniq,10692654005.jpg,0,3,52,51,1,107,3.46728971962617,0.571620619162577,68.2,validation
293,koniq,10692667386.jpg,0,0,46,52,5,103,3.60194174757282,0.583091924701258,71.9033018867924,validation
294,koniq,10692857705.jpg,0,3,44,47,8,102,3.58823529411765,0.680025351543596,68.9678899082569,training
295,koniq,10693826785.jpg,0,19,68,17,0,104,2.98076923076923,0.590881671836269,53.2757009345794,training
296,koniq,10694350076.jpg,0,3,36,67,1,107,3.61682242990654,0.560405173724722,73.1285714285714,validation
297,koniq,10698962263.jpg,3,41,47,8,0,99,2.60606060606061,0.682405436645177,39.1106194690265,training
298,koniq,10705911926.jpg,0,2,39,55,4,100,3.61,0.601261300530104,70.7844036697248,training
299,koniq,10706770686.jpg,0,0,25,78,3,106,3.79245283018868,0.472419932890129,76.8519417475728,validation
300,koniq,10713772814.jpg,0,7,71,30,0,108,3.21296296296296,0.547738356358812,62.3301886792453,training
301,koniq,10714662986.jpg,0,0,10,90,13,113,4.02654867256637,0.452378179954687,80.6551724137931,test
302,koniq,10715577856.jpg,3,40,54,8,0,105,2.63809523809524,0.666849791698734,45.2135922330097,test
303,koniq,10721124556.jpg,0,17,61,31,1,110,3.14545454545455,0.67506525184252,58.4579646017699,test
304,koniq,10723077086.jpg,0,7,34,64,1,106,3.55660377358491,0.633661899923134,71.8529411764706,training
305,koniq,10724461514.jpg,0,2,36,67,3,108,3.65740740740741,0.566379500873785,72.6631355932203,training
306,koniq,10724889206.jpg,0,3,57,38,0,98,3.35714285714286,0.542046522901578,63.5183486238532,training
307,koniq,10728525673.jpg,0,1,45,58,0,104,3.54807692307692,0.5191443238415,68.3026315789474,validation
308,koniq,10730634575.jpg,0,16,64,24,0,104,3.07692307692308,0.618364703590649,58.75,training
309,koniq,10732971054.jpg,0,19,75,8,0,102,2.8921568627451,0.505550630992575,51.1,training
310,koniq,10733259996.jpg,0,4,69,27,0,100,3.23,0.509604719068583,62.3197115384615,training
311,koniq,10737029565.jpg,0,6,60,38,1,105,3.32380952380952,0.596387169276516,63.0172413793103,training
312,koniq,10740242265.jpg,0,3,37,60,0,100,3.57,0.555141259664437,69.1192660550459,training
313,koniq,10740725955.jpg,0,1,10,87,4,102,3.92156862745098,0.414735380499062,77.1482300884956,training
314,koniq,10740727595.jpg,0,1,30,74,4,109,3.74311926605505,0.534090950167954,72.9125,test
315,koniq,10745415703.jpg,0,3,51,45,4,103,3.48543689320388,0.624092716683751,69.1388888888889,training
316,koniq,10745932825.jpg,0,4,51,50,1,106,3.45283018867925,0.587684325235566,64.8846153846154,training
317,koniq,10747724694.jpg,0,10,73,19,0,102,3.08823529411765,0.528456395467316,58.438679245283,training
318,koniq,107505789.jpg,0,13,64,23,0,100,3.1,0.594588390010563,54.35,validation
319,koniq,10751799554.jpg,0,2,30,66,4,102,3.70588235294118,0.573131666211361,71.9954128440367,training
320,koniq,1075190309.jpg,5,53,47,4,1,110,2.48181818181818,0.687126955429197,38.2697368421053,training
321,koniq,10762659033.jpg,1,47,45,7,0,100,2.58,0.638495706858525,42.25,test
322,koniq,10765812585.jpg,2,38,59,7,0,106,2.66981132075472,0.628250755415498,46.6448598130841,training
323,koniq,10767441335.jpg,0,1,28,68,7,104,3.77884615384615,0.573809121695014,74.2094594594595,test
324,koniq,10770026303.jpg,0,0,39,66,1,106,3.64150943396226,0.501211470344994,72.0825892857143,validation
325,koniq,10770700455.jpg,0,6,70,33,1,110,3.26363636363636,0.569520524672599,60.74375,test
326,koniq,10773126784.jpg,0,0,19,77,6,102,3.87254901960784,0.480749592657772,78.475,test
327,koniq,10775358296.jpg,10,53,42,7,0,112,2.41071428571429,0.741966845967393,37.7754237288136,training
328,koniq,10776111906.jpg,0,0,35,61,5,101,3.7029702970297,0.557576083695231,73.975,test
329,koniq,107799222.jpg,0,1,28,70,3,102,3.73529411764706,0.525139690764791,73.2727272727273,training
330,koniq,10783395635.jpg,0,0,45,62,2,109,3.60550458715596,0.527368530639052,71.9915966386555,training
331,koniq,10784159775.jpg,0,1,20,76,5,102,3.83333333333333,0.508994997608777,74.8849557522124,validation
332,koniq,10786271105.jpg,0,1,54,55,0,110,3.49090909090909,0.520152668934002,67.775641025641,training
333,koniq,10787038944.jpg,0,9,60,35,0,104,3.25,0.603388490031847,60.4978813559322,training
334,koniq,10787258285.jpg,0,0,42,61,7,110,3.68181818181818,0.589383415677403,71.8940677966102,training
335,koniq,10790803694.jpg,0,3,46,90,1,140,3.63571428571429,0.539260275190716,73.8564189189189,training
336,koniq,10791502435.jpg,0,0,35,73,2,110,3.7,0.498621954200784,70.813025210084,test
337,koniq,10792125886.jpg,0,2,60,66,1,129,3.51162790697674,0.546527090330494,71.2224409448819,training
338,koniq,10798439785.jpg,0,12,64,26,0,102,3.13725490196078,0.597672311394309,60.025,training
339,koniq,10799367156.jpg,0,0,31,69,5,105,3.75238095238095,0.533150151691889,73.6,training
340,koniq,10799853136.jpg,0,2,51,53,1,107,3.49532710280374,0.555823912928399,69.6985981308411,training
341,koniq,10805317444.jpg,0,15,73,13,0,101,2.98019801980198,0.528775907541219,51.9380733944954,training
342,koniq,10806677866.jpg,0,7,63,33,0,103,3.25242718446602,0.572549280385056,60.9054054054054,training
343,koniq,10813730303.jpg,4,81,69,1,0,155,2.43225806451613,0.55851559801853,40.0817307692308,test
344,koniq,10814874265.jpg,0,2,25,78,1,106,3.73584905660377,0.503357996099393,78.2075471698113,training
345,koniq,10819001424.jpg,29,65,10,0,0,104,1.81730769230769,0.587316144781357,20.7702702702703,training
346,koniq,10819132874.jpg,0,1,34,66,2,103,3.66990291262136,0.531153932759187,75.7798165137615,training
347,koniq,10819329365.jpg,0,2,81,18,0,101,3.15841584158416,0.417915619888195,59.9911504424779,training
348,koniq,10827568885.jpg,0,1,25,74,9,109,3.8348623853211,0.569498828859231,77.4872881355932,training
349,koniq,10828147985.jpg,1,15,76,16,0,108,2.99074074074074,0.571853362851923,54.1184210526316,training
350,koniq,10828395135.jpg,0,0,38,63,6,107,3.70093457943925,0.569921432371165,74.0714285714286,training
351,koniq,10829329963.jpg,0,1,27,79,0,107,3.72897196261682,0.467229761626852,78.7967289719626,training
352,koniq,10836905604.jpg,0,0,31,69,3,103,3.72815533980583,0.508634750057745,75.9932432432432,test
353,koniq,10843403305.jpg,0,1,51,49,3,104,3.51923076923077,0.574215703707125,69.9299065420561,training
354,koniq,10847909336.jpg,13,83,8,0,0,104,1.95192307692308,0.448942829242549,24.114224137931,training
355,koniq,10849117054.jpg,0,11,76,21,0,108,3.09259259259259,0.538898791271921,56.8684210526316,training
356,koniq,10849700404.jpg,0,3,38,63,3,107,3.61682242990654,0.593118713070191,73.0065789473684,training
357,koniq,1084984228.jpg,11,57,35,5,0,108,2.31481481481481,0.718879555873748,34.8319327731092,test
358,koniq,1085590803.jpg,25,66,13,1,0,105,1.9047619047619,0.628242504681627,24.0558035714286,validation
359,koniq,10856434794.jpg,1,45,63,4,0,113,2.61946902654867,0.571941931224485,44.0375,training
360,koniq,10856757.jpg,17,59,28,5,0,109,2.19266055045872,0.751258995388106,32.2954545454545,validation
361,koniq,10858952303.jpg,1,43,56,6,0,106,2.63207547169811,0.60671593255922,45.5647321428571,training
362,koniq,10861031374.jpg,0,2,58,44,0,104,3.40384615384615,0.530967806041971,64.675,test
363,koniq,10862487886.jpg,0,5,62,39,1,107,3.33644859813084,0.581863065548848,65.303738317757,training
364,koniq,10864812016.jpg,0,12,77,17,0,106,3.04716981132075,0.52339688067375,56.8847826086957,training
365,koniq,10865798996.jpg,0,0,23,69,8,100,3.85,0.538891492235719,76.4722222222222,test
366,koniq,10866463396.jpg,1,2,52,47,2,104,3.45192307692308,0.62130160417126,69.1029411764706,test
367,koniq,10866561184.jpg,0,0,19,81,5,105,3.86666666666667,0.461324736840019,77.3304347826087,training
368,koniq,10868390853.jpg,0,2,43,82,3,130,3.66153846153846,0.550600041305835,75.3149606299213,training
369,koniq,10872249945.jpg,0,1,20,76,8,105,3.86666666666667,0.538278357119799,77.0434782608696,training
370,koniq,10875461386.jpg,0,16,72,19,0,107,3.02803738317757,0.573929584880092,55.3888888888889,training
371,koniq,10880314705.jpg,0,1,26,75,9,111,3.82882882882883,0.570069754485822,77.4210526315789,test
372,koniq,10882856833.jpg,0,5,69,33,1,108,3.27777777777778,0.560929357894812,62.0065789473684,training
373,koniq,10883456586.jpg,11,74,17,2,0,104,2.09615384615385,0.583248864754567,28.8793103448276,validation
374,koniq,1089100444.jpg,0,4,62,40,0,106,3.33962264150943,0.550095964837135,64.6228813559322,training
375,koniq,10893404795.jpg,0,58,42,0,0,100,2.42,0.496044963748858,36.8761467889908,training
376,koniq,10895044423.jpg,13,56,40,0,0,109,2.24770642201835,0.654839014748017,32.4747899159664,training
377,koniq,10897840884.jpg,0,3,28,66,9,106,3.76415094339623,0.640712204800294,74.8305084745763,training
378,koniq,10898287705.jpg,1,42,54,10,0,107,2.68224299065421,0.652977662091876,44.2212389380531,training
379,koniq,10898689245.jpg,0,5,62,44,1,112,3.36607142857143,0.58503154168122,64.1794871794872,training
380,koniq,10899733355.jpg,0,1,47,80,1,129,3.62790697674419,0.516444688499233,73.9904580152672,training
381,koniq,10900020096.jpg,0,3,46,57,0,106,3.50943396226415,0.556267887140855,69.3783783783784,training
382,koniq,10905088155.jpg,0,7,59,41,1,108,3.33333333333333,0.611417840515743,63.7139830508475,training
383,koniq,10905114716.jpg,0,23,74,8,0,105,2.85714285714286,0.526756611228115,50.0695652173913,validation
384,koniq,10906887886.jpg,1,45,52,4,0,102,2.57843137254902,0.587599151267575,43.1061320754717,training
385,koniq,1090979049.jpg,0,5,88,15,0,108,3.09259259259259,0.422211291327052,57.5304347826087,training
386,koniq,10910262455.jpg,2,43,54,6,0,105,2.60952380952381,0.627805060619293,42.1763392857143,training
387,koniq,10911046243.jpg,0,0,28,71,4,103,3.76699029126214,0.508821851314784,76.2339449541284,test
388,koniq,10911095273.jpg,0,1,39,62,5,107,3.66355140186916,0.581863065548848,71.3805309734513,training
389,koniq,10912602716.jpg,0,1,44,86,2,133,3.66917293233083,0.518181618320084,74.9510869565217,test
390,koniq,10915557435.jpg,0,53,51,1,0,105,2.5047619047619,0.521163814564789,39.1836283185841,training
391,koniq,10917741563.jpg,0,1,34,69,2,106,3.67924528301887,0.526392390510218,75.9439252336449,training
392,koniq,10921653346.jpg,0,1,19,63,26,109,4.04587155963303,0.671997038972167,79.6176470588235,training
393,koniq,10921880365.jpg,0,2,46,56,1,105,3.53333333333333,0.55585462035892,68.5065217391304,training
394,koniq,10923819485.jpg,1,53,45,8,0,107,2.5607476635514,0.646873031393711,40.8275862068966,validation
395,koniq,10925112255.jpg,32,45,20,1,0,98,1.89795918367347,0.752861153097054,22.7924528301887,training
396,koniq,10927420963.jpg,0,2,56,52,1,111,3.46846846846847,0.553005339770699,64.9551282051282,training
397,koniq,10931213005.jpg,0,39,59,9,0,107,2.7196261682243,0.611129367821924,47.0625,training
398,koniq,10932590295.jpg,6,53,45,4,0,108,2.43518518518519,0.659554482145832,38.4144736842105,training
399,koniq,10933722123.jpg,1,15,78,15,0,109,2.98165137614679,0.56078072852426,53.6890756302521,training
400,koniq,10936496124.jpg,0,7,61,33,1,102,3.27450980392157,0.599618075558597,59.1150442477876,training
401,koniq,10937404313.jpg,3,12,58,36,1,110,3.18181818181818,0.744173923907702,56.61875,training
402,koniq,10947519133.jpg,0,1,34,70,0,105,3.65714285714286,0.496692356195761,74.6092233009709,validation
403,koniq,10948257133.jpg,3,43,52,5,0,103,2.57281553398058,0.635578195117856,42.0928571428571,training
404,koniq,10953973716.jpg,0,0,37,63,3,103,3.66990291262136,0.531153932759187,72.6486486486486,test
405,koniq,10961758274.jpg,0,1,21,84,1,107,3.79439252336449,0.450121949031789,75.1806722689076,training
406,koniq,10967023396.jpg,0,14,67,24,0,105,3.0952380952381,0.596847640715037,55.4797297297297,training
407,koniq,10968711744.jpg,0,0,18,78,8,104,3.90384615384615,0.493043466234686,78.3793103448276,training
408,koniq,10980930876.jpg,0,1,42,58,6,107,3.64485981308411,0.602703601371043,69.3571428571429,training
409,koniq,10981006796.jpg,36,56,7,0,0,99,1.70707070707071,0.593373703573349,17.7402912621359,training
410,koniq,109825878.jpg,5,56,43,2,0,106,2.39622641509434,0.612244042270399,37.23125,training
411,koniq,10983119996.jpg,0,10,74,17,0,101,3.06930693069307,0.514925737219927,57.5389908256881,training
412,koniq,10990397626.jpg,9,54,43,2,0,108,2.35185185185185,0.660144628939776,35.71875,training
413,koniq,10990887046.jpg,1,18,98,28,1,146,3.06849315068493,0.606374576923349,58.0765306122449,validation
414,koniq,11004139923.jpg,0,2,54,45,0,101,3.42574257425743,0.535659120214812,68.2411504424779,training
415,koniq,11005410885.jpg,0,11,85,17,0,113,3.05309734513274,0.497147361823322,55.4915966386555,training
416,koniq,11006895124.jpg,0,13,41,45,4,103,3.38834951456311,0.757097265084732,66.2567567567568,training
417,koniq,1100873520.jpg,1,22,76,8,0,107,2.85046728971963,0.546062031132427,51.5221238938053,training
418,koniq,11009340314.jpg,0,6,56,39,1,102,3.34313725490196,0.605177300576438,63.0277777777778,training
419,koniq,11010062705.jpg,0,1,51,48,1,101,3.48514851485149,0.540626699047293,67.6689189189189,training
420,koniq,11013892854.jpg,6,93,12,0,0,111,2.05405405405405,0.400859028447609,27.4978813559322,test
421,koniq,11016309165.jpg,0,6,62,37,0,105,3.2952380952381,0.570489154548862,62.6891891891892,training
422,koniq,11016485883.jpg,0,0,52,54,1,107,3.52336448598131,0.52026470752557,68.1785714285714,training
423,koniq,11018079835.jpg,0,0,22,86,2,110,3.81818181818182,0.432229513059863,76.6602564102564,training
424,koniq,1101948952.jpg,0,0,26,73,1,100,3.75,0.457816513022367,75.1743119266055,training
425,koniq,11021514993.jpg,0,1,52,45,2,100,3.48,0.559220236335625,67.7432432432432,training
426,koniq,11021929275.jpg,0,2,32,66,1,101,3.65346534653465,0.537320082713394,72.175,training
427,koniq,11023346856.jpg,0,2,73,28,1,104,3.26923076923077,0.506861066174239,62.1513157894737,training
428,koniq,11031973684.jpg,1,0,35,72,3,111,3.68468468468468,0.571791156756667,71.4745762711864,training
429,koniq,11033459414.jpg,0,7,50,43,3,103,3.40776699029126,0.663279038134847,63.5565217391304,training
430,koniq,110356262.jpg,4,63,36,3,0,106,2.35849056603774,0.604564845397998,35.925,test
431,koniq,11035760784.jpg,0,4,55,46,1,106,3.41509433962264,0.583387880904894,66.1160714285714,training
432,koniq,1103755154.jpg,0,3,31,76,1,111,3.67567567567568,0.542086242084683,73.0641025641026,test
433,koniq,11051034136.jpg,0,1,60,47,0,108,3.42592592592593,0.515257012426105,65.531779661017,training
434,koniq,11051374673.jpg,0,4,65,31,0,100,3.27,0.529054808029367,62.6148648648649,test
435,koniq,11051749575.jpg,0,5,64,31,0,100,3.26,0.543464382782842,62.125,training
436,koniq,11054039594.jpg,3,43,55,6,0,107,2.5981308411215,0.642222160528438,42.7352941176471,training
437,koniq,11054638863.jpg,0,10,59,33,0,102,3.22549019607843,0.611876884418025,61.0070754716981,test
438,koniq,11054899145.jpg,0,2,31,76,1,110,3.69090909090909,0.520152668934002,74.0512820512821,test
439,koniq,11054955216.jpg,5,53,48,0,0,106,2.40566037735849,0.581922951646685,36.75,training
440,koniq,11058112996.jpg,16,52,30,6,1,105,2.27619047619048,0.82619654598693,33.5540540540541,training
441,koniq,11060185873.jpg,1,2,60,48,0,111,3.3963963963964,0.576498510276074,63.0148305084746,test
442,koniq,11061633946.jpg,7,51,43,3,0,104,2.40384615384615,0.661261383174813,35.7837837837838,training
443,koniq,11062902804.jpg,0,3,39,61,4,107,3.61682242990654,0.608816665608245,69.9117647058823,validation
444,koniq,11063650646.jpg,1,7,67,32,0,107,3.21495327102804,0.599182420692982,61.045652173913,training
445,koniq,11068654734.jpg,0,6,50,46,1,103,3.40776699029126,0.617345570177128,68.0694444444444,validation
446,koniq,11071132393.jpg,1,3,35,62,3,104,3.60576923076923,0.644894350205953,72.0089285714286,training
447,koniq,11078122366.jpg,0,2,38,64,1,105,3.60952380952381,0.545880342186223,69.972972972973,training
448,koniq,11079282234.jpg,0,0,40,95,1,136,3.71323529411765,0.469958047541269,76.3617021276596,training
449,koniq,11081975613.jpg,0,3,44,52,3,102,3.53921568627451,0.608057589564304,68.0023364485981,training
450,koniq,11087687983.jpg,0,0,17,91,3,111,3.87387387387387,0.407143421616715,76.0889830508475,training
451,koniq,11089447095.jpg,0,3,56,48,0,107,3.42056074766355,0.550083753101153,66.1824324324324,training
