,dataset,Image name,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness,scaled_MOS_quality,set
5344,spaq,05345.jpg,51.38,64.0,64.67,61.0,41.0,25.33,3.1012765957446806,test
6536,spaq,06537.jpg,35.29,57.29,48.86,50.86,22.67,19.43,2.416595744680851,test
4007,spaq,04008.jpg,40.5,22.5,32.2,40.93,54.44,55.13,2.6382978723404253,test
8338,spaq,08339.jpg,86.17,82.67,85.83,84.67,79.5,84.33,4.581702127659574,training
3022,spaq,03023.jpg,75.14,72.43,82.83,68.71,77.0,77.0,4.112340425531915,training
1878,spaq,01879.jpg,55.9,61.1,70.33,62.44,58.0,44.6,3.2936170212765954,validation
1367,spaq,01368.jpg,36.64,61.0,68.55,57.55,55.08,29.82,2.4740425531914894,training
4944,spaq,04945.jpg,41.13,51.13,49.75,50.75,45.25,31.88,2.6651063829787236,training
7166,spaq,07167.jpg,77.0,81.33,80.5,78.17,76.5,76.17,4.191489361702128,training
5920,spaq,05921.jpg,32.08,48.23,57.77,52.69,42.21,23.62,2.28,training
5156,spaq,05157.jpg,40.82,56.0,65.0,57.45,36.9,32.73,2.6519148936170214,training
7193,spaq,07194.jpg,77.0,76.4,73.2,73.6,80.4,68.8,4.191489361702128,training
1359,spaq,01360.jpg,29.91,51.82,57.09,51.55,44.42,19.27,2.187659574468085,test
9804,spaq,09805.jpg,43.43,54.43,55.43,52.29,16.0,44.29,2.762978723404255,training
5026,spaq,05027.jpg,80.33,79.5,81.67,78.78,76.22,77.67,4.3331914893617025,training
121,spaq,00122.jpg,38.57,46.14,62.17,46.0,54.29,44.57,2.5561702127659576,training
10584,spaq,10585.jpg,14.43,37.43,25.0,35.57,35.57,5.0,1.528936170212766,training
2053,spaq,02054.jpg,50.13,50.13,50.63,53.88,42.38,59.38,3.048085106382979,training
7114,spaq,07115.jpg,38.0,55.0,59.75,53.25,44.0,25.25,2.5319148936170213,training
2865,spaq,02866.jpg,61.41,59.06,66.5,63.53,59.71,63.13,3.5280851063829783,test
7125,spaq,07126.jpg,43.0,52.25,50.5,52.5,33.0,42.0,2.74468085106383,validation
5664,spaq,05665.jpg,59.0,58.63,63.88,57.89,62.5,49.89,3.4255319148936167,test
8094,spaq,08095.jpg,38.89,54.89,59.11,56.67,49.44,29.89,2.569787234042553,training
10694,spaq,10695.jpg,47.71,35.14,38.0,35.57,54.14,53.83,2.9451063829787234,training
2504,spaq,02505.jpg,64.5,52.15,65.15,67.42,73.75,67.58,3.6595744680851063,training
6839,spaq,06840.jpg,15.33,27.67,33.67,33.67,13.33,13.67,1.5672340425531914,training
7852,spaq,07853.jpg,66.88,60.25,68.0,69.29,70.13,75.86,3.760851063829787,training
6984,spaq,06985.jpg,26.5,60.45,63.18,59.55,46.2,14.6,2.0425531914893615,training
2802,spaq,02803.jpg,75.56,71.78,74.28,71.79,71.0,74.29,4.130212765957447,training
6199,spaq,06200.jpg,70.63,52.56,66.89,60.44,64.0,70.89,3.9204255319148933,training
8818,spaq,08819.jpg,66.0,53.67,63.33,68.0,58.67,63.33,3.723404255319149,training
7928,spaq,07929.jpg,27.13,40.13,44.88,48.75,31.88,15.13,2.0693617021276594,training
8975,spaq,08976.jpg,36.86,43.43,64.57,52.0,47.43,15.67,2.4834042553191487,training
6346,spaq,06347.jpg,31.17,37.17,36.17,36.17,38.0,30.83,2.2412765957446807,training
2638,spaq,02639.jpg,35.08,29.38,32.92,25.25,44.23,35.92,2.407659574468085,training
4061,spaq,04062.jpg,34.2,33.64,38.91,35.73,25.73,27.1,2.370212765957447,training
3944,spaq,03945.jpg,70.73,74.18,80.3,76.55,73.55,74.7,3.9246808510638296,training
4300,spaq,04301.jpg,21.36,35.36,36.4,38.18,31.0,18.3,1.8238297872340425,training
2860,spaq,02861.jpg,71.82,70.81,75.44,69.35,75.0,70.88,3.9710638297872336,test
3992,spaq,03993.jpg,61.0,54.93,63.13,56.57,60.2,64.6,3.5106382978723403,validation
8688,spaq,08689.jpg,71.88,68.57,78.29,72.57,72.5,74.75,3.9736170212765956,training
733,spaq,00734.jpg,80.6,76.85,79.43,76.73,76.4,74.27,4.3446808510638295,training
518,spaq,00519.jpg,19.45,10.55,25.64,15.3,45.64,23.5,1.7425531914893617,training
5810,spaq,05811.jpg,30.5,59.83,54.5,37.83,40.17,17.33,2.2127659574468086,training
4456,spaq,04457.jpg,70.38,62.5,69.38,66.75,68.75,68.25,3.909787234042553,test
1408,spaq,01409.jpg,56.0,55.0,60.5,65.18,61.17,62.0,3.2978723404255317,test
1009,spaq,01010.jpg,53.25,72.29,68.86,60.88,49.0,45.13,3.180851063829787,training
7467,spaq,07468.jpg,40.63,32.29,45.13,46.5,36.5,36.13,2.6438297872340426,training
6247,spaq,06248.jpg,74.67,67.67,65.33,72.0,54.0,61.67,4.092340425531915,training
7252,spaq,07253.jpg,87.0,87.0,85.5,85.0,85.5,85.0,4.617021276595745,training
1870,spaq,01871.jpg,43.7,34.1,55.4,44.4,47.1,48.0,2.774468085106383,training
2936,spaq,02937.jpg,43.67,36.41,43.44,48.19,53.18,49.69,2.773191489361702,training
8303,spaq,08304.jpg,66.78,69.89,71.56,74.22,68.4,72.0,3.756595744680851,training
4439,spaq,04440.jpg,44.38,52.75,63.5,57.0,47.5,29.75,2.803404255319149,training
9693,spaq,09694.jpg,41.25,60.0,59.25,58.25,39.25,34.25,2.6702127659574466,validation
8575,spaq,08576.jpg,79.4,75.0,79.4,82.8,83.4,80.0,4.293617021276596,training
5998,spaq,05999.jpg,53.25,30.25,42.75,59.75,61.5,59.25,3.180851063829787,training
9106,spaq,09107.jpg,27.4,63.8,58.8,58.4,16.8,11.4,2.0808510638297872,training
9068,spaq,09069.jpg,69.8,70.0,74.0,67.4,69.0,70.6,3.885106382978723,training
6929,spaq,06930.jpg,53.5,59.5,49.5,58.0,54.25,24.75,3.1914893617021276,validation
2930,spaq,02931.jpg,63.29,54.07,69.07,66.57,63.29,61.21,3.6080851063829784,training
7081,spaq,07082.jpg,38.0,31.33,56.0,43.5,39.0,46.17,2.5319148936170213,training
4371,spaq,04372.jpg,38.64,60.64,54.57,47.08,41.36,27.93,2.559148936170213,training
3589,spaq,03590.jpg,65.0,65.36,69.42,65.08,67.45,65.08,3.680851063829787,validation
5820,spaq,05821.jpg,54.8,54.8,63.6,59.4,56.0,60.4,3.2468085106382976,validation
9555,spaq,09556.jpg,49.0,55.14,57.29,55.86,48.29,37.29,3.0,validation
9505,spaq,09506.jpg,73.45,72.27,74.73,75.27,71.73,74.73,4.040425531914893,training
8751,spaq,08752.jpg,56.25,35.25,58.0,52.0,45.25,52.5,3.308510638297872,validation
8150,spaq,08151.jpg,85.25,87.5,79.63,84.88,83.25,86.0,4.542553191489362,training
8152,spaq,08153.jpg,45.17,32.33,55.0,43.33,59.5,63.83,2.8370212765957445,training
6878,spaq,06879.jpg,28.8,30.0,27.0,28.8,40.2,27.0,2.1404255319148935,training
9156,spaq,09157.jpg,37.2,51.4,62.0,61.0,38.0,27.4,2.497872340425532,test
1842,spaq,01843.jpg,81.55,78.55,85.91,81.09,81.64,81.82,4.385106382978723,training
8265,spaq,08266.jpg,31.11,63.2,68.22,60.67,52.6,24.0,2.2387234042553192,training
335,spaq,00336.jpg,32.5,39.4,57.6,51.1,34.6,23.5,2.2978723404255317,training
2669,spaq,02670.jpg,75.14,79.08,81.69,74.62,80.38,81.54,4.112340425531915,training
3916,spaq,03917.jpg,82.46,84.67,85.5,85.33,78.67,82.77,4.423829787234042,training
3666,spaq,03667.jpg,68.0,63.17,74.0,65.27,63.17,71.73,3.808510638297872,validation
4338,spaq,04339.jpg,54.5,40.25,52.27,50.17,57.27,61.45,3.234042553191489,validation
4566,spaq,04567.jpg,63.85,72.83,71.67,66.46,57.55,66.62,3.6319148936170214,test
7204,spaq,07205.jpg,79.4,74.8,74.4,77.2,74.4,74.6,4.293617021276596,training
600,spaq,00601.jpg,51.89,63.2,64.06,58.2,56.32,37.15,3.122978723404255,test
1183,spaq,01184.jpg,62.29,66.57,72.17,73.67,65.14,62.71,3.565531914893617,test
6530,spaq,06531.jpg,63.75,66.5,74.38,73.71,63.0,58.5,3.627659574468085,training
1966,spaq,01967.jpg,63.2,62.22,71.11,71.22,54.3,61.11,3.604255319148936,test
8744,spaq,08745.jpg,17.63,20.63,25.14,21.86,21.13,13.25,1.6651063829787234,training
4380,spaq,04381.jpg,65.2,65.27,64.86,64.0,69.62,68.5,3.6893617021276595,test
900,spaq,00901.jpg,50.73,43.2,60.2,50.53,50.86,55.33,3.0736170212765956,test
136,spaq,00137.jpg,52.7,51.2,52.67,49.89,56.9,49.6,3.157446808510638,training
6255,spaq,06256.jpg,40.0,60.33,54.0,59.0,44.0,36.0,2.617021276595745,training
7214,spaq,07215.jpg,91.5,82.5,89.5,83.5,86.0,77.5,4.808510638297872,training
10382,spaq,10383.jpg,66.17,61.33,67.83,67.17,77.5,69.67,3.7306382978723405,test
8924,spaq,08925.jpg,20.88,15.25,45.63,26.88,23.13,19.5,1.803404255319149,training
877,spaq,00878.jpg,24.07,46.67,58.47,48.0,46.53,18.27,1.9391489361702128,training
10467,spaq,10468.jpg,16.67,17.4,25.8,12.17,22.67,23.0,1.6242553191489362,training
10458,spaq,10459.jpg,55.83,44.33,50.0,49.67,56.5,73.25,3.29063829787234,training
8855,spaq,08856.jpg,66.86,58.63,67.63,66.63,71.29,65.75,3.76,training
3219,spaq,03220.jpg,34.33,62.5,64.17,69.0,52.33,29.5,2.3757446808510636,training
3828,spaq,03829.jpg,42.29,52.29,52.43,58.43,43.43,45.86,2.714468085106383,training
2834,spaq,02835.jpg,34.12,58.53,63.5,57.5,40.41,27.71,2.3668085106382977,training
10513,spaq,10514.jpg,26.83,57.0,57.5,52.83,44.5,19.0,2.056595744680851,training
1280,spaq,01281.jpg,73.42,75.58,78.0,74.5,68.0,73.42,4.039148936170212,training
10982,spaq,10983.jpg,72.0,64.0,77.17,68.86,61.43,68.29,3.978723404255319,test
1889,spaq,01890.jpg,63.38,62.38,66.43,60.43,63.88,65.0,3.6119148936170213,training
2404,spaq,02405.jpg,33.6,50.5,51.6,51.5,46.2,25.5,2.34468085106383,training
6325,spaq,06326.jpg,67.0,61.83,74.67,67.0,58.5,56.67,3.7659574468085104,validation
6711,spaq,06712.jpg,36.0,57.33,42.33,41.67,40.5,35.17,2.4468085106382977,training
86,spaq,00087.jpg,56.57,61.17,63.17,51.67,51.43,71.5,3.322127659574468,validation
8524,spaq,08525.jpg,78.38,79.75,78.5,75.0,72.25,77.38,4.250212765957446,training
4487,spaq,04488.jpg,49.0,66.29,69.0,62.57,43.57,46.14,3.0,training
4387,spaq,04388.jpg,70.38,64.35,70.2,64.69,64.19,71.88,3.909787234042553,training
3933,spaq,03934.jpg,68.38,70.38,74.38,71.15,67.77,69.17,3.8246808510638295,training
5286,spaq,05287.jpg,32.14,29.57,45.29,39.57,52.86,35.14,2.2825531914893618,validation
8495,spaq,08496.jpg,42.75,45.63,50.63,42.25,28.25,36.38,2.734042553191489,training
5330,spaq,05331.jpg,84.25,86.43,84.88,84.13,80.88,85.25,4.5,training
6799,spaq,06800.jpg,7.5,44.5,36.0,40.0,7.0,5.0,1.2340425531914894,training
9107,spaq,09108.jpg,44.83,55.67,62.33,62.0,21.5,29.83,2.822553191489362,training
5406,spaq,05407.jpg,15.86,52.5,45.43,55.17,34.29,10.71,1.5897872340425532,training
98,spaq,00099.jpg,41.14,54.0,64.33,58.67,54.29,29.71,2.665531914893617,training
5381,spaq,05382.jpg,70.0,72.29,66.88,64.75,60.75,63.0,3.8936170212765955,test
8395,spaq,08396.jpg,83.6,80.8,82.6,84.6,81.8,82.2,4.472340425531915,training
3455,spaq,03456.jpg,26.25,57.85,69.58,60.25,46.85,24.0,2.0319148936170213,training
1845,spaq,01846.jpg,41.91,56.82,64.45,57.45,42.55,34.0,2.6982978723404254,training
6678,spaq,06679.jpg,51.67,42.83,48.0,44.83,55.0,49.5,3.1136170212765957,training
7496,spaq,07497.jpg,80.17,74.67,72.5,78.17,64.83,77.33,4.326382978723404,training
4421,spaq,04422.jpg,42.88,49.75,55.63,46.75,57.5,35.63,2.7395744680851064,training
10068,spaq,10069.jpg,34.08,72.08,60.46,56.92,53.67,13.67,2.3651063829787233,training
8537,spaq,08538.jpg,19.29,26.29,28.71,30.0,28.57,16.29,1.735744680851064,training
6194,spaq,06195.jpg,74.78,72.89,76.56,73.56,78.56,79.67,4.097021276595744,training
10357,spaq,10358.jpg,18.67,57.86,59.71,54.86,41.43,11.43,1.7093617021276595,training
7765,spaq,07766.jpg,72.83,72.33,84.2,75.83,76.5,75.33,4.014042553191489,training
5552,spaq,05553.jpg,36.0,35.14,42.57,38.71,35.57,37.0,2.4468085106382977,training
6240,spaq,06241.jpg,36.67,48.0,44.0,61.33,23.67,42.33,2.4753191489361703,training
7248,spaq,07249.jpg,40.33,36.0,45.67,42.33,21.67,16.0,2.6310638297872337,training
831,spaq,00832.jpg,78.43,76.14,80.0,78.14,76.71,75.57,4.252340425531915,training
8970,spaq,08971.jpg,81.75,76.38,72.0,76.25,82.13,82.63,4.3936170212765955,training
8046,spaq,08047.jpg,36.2,48.8,52.2,49.2,50.4,27.8,2.4553191489361703,training
10447,spaq,10448.jpg,21.0,53.5,54.17,50.83,11.0,13.75,1.8085106382978724,training
6460,spaq,06461.jpg,80.25,73.75,65.67,66.22,73.67,72.89,4.329787234042553,training
5194,spaq,05195.jpg,39.2,56.0,57.6,60.6,29.8,28.8,2.5829787234042554,training
9274,spaq,09275.jpg,41.67,38.17,42.83,41.67,41.17,39.5,2.688085106382979,training
9577,spaq,09578.jpg,64.67,52.0,60.67,54.17,57.0,62.83,3.666808510638298,training
3356,spaq,03357.jpg,56.0,59.17,55.0,61.33,44.0,50.33,3.2978723404255317,validation
9582,spaq,09583.jpg,45.75,50.38,58.0,51.25,40.25,44.25,2.861702127659574,training
5707,spaq,05708.jpg,12.5,17.71,24.57,14.0,30.57,12.86,1.4468085106382977,training
9456,spaq,09457.jpg,71.67,72.22,77.33,72.44,72.0,70.33,3.9646808510638296,test
9846,spaq,09847.jpg,48.63,41.0,60.0,48.25,51.75,56.75,2.9842553191489363,training
3024,spaq,03025.jpg,30.0,28.0,46.89,34.22,45.67,30.78,2.1914893617021276,training
5521,spaq,05522.jpg,19.89,35.89,31.78,29.22,19.22,14.13,1.7612765957446808,training
1671,spaq,01672.jpg,31.0,34.75,53.0,35.57,26.86,19.5,2.234042553191489,training
5351,spaq,05352.jpg,47.1,60.22,59.0,55.1,36.1,43.9,2.9191489361702128,training
8660,spaq,08661.jpg,83.5,89.25,84.0,87.75,81.75,78.75,4.468085106382979,training
6726,spaq,06727.jpg,72.2,72.6,68.6,72.4,61.0,74.2,3.9872340425531916,test
2890,spaq,02891.jpg,49.89,38.9,58.89,51.74,44.5,53.79,3.037872340425532,training
2415,spaq,02416.jpg,41.75,49.63,48.38,47.0,45.38,36.63,2.6914893617021276,training
2874,spaq,02875.jpg,24.68,43.79,51.22,41.18,32.68,16.68,1.9651063829787234,validation
7220,spaq,07221.jpg,74.0,66.75,74.5,70.75,67.75,72.25,4.0638297872340425,training
6078,spaq,06079.jpg,38.1,48.4,46.6,46.2,39.1,28.4,2.5361702127659576,training
1230,spaq,01231.jpg,16.75,34.63,29.25,29.13,28.25,17.63,1.627659574468085,training
5992,spaq,05993.jpg,72.33,72.33,76.0,79.0,59.33,76.33,3.9927659574468084,training
4820,spaq,04821.jpg,34.9,35.91,53.82,50.55,47.91,36.55,2.4,training
9546,spaq,09547.jpg,24.86,50.57,50.0,40.57,23.71,16.0,1.9727659574468084,training
4950,spaq,04951.jpg,48.14,49.43,61.14,60.86,60.14,62.0,2.9634042553191486,training
1442,spaq,01443.jpg,62.44,63.22,63.4,64.11,76.22,73.3,3.571914893617021,test
3853,spaq,03854.jpg,80.5,82.75,81.25,80.81,73.31,79.44,4.340425531914893,training
2725,spaq,02726.jpg,52.53,42.92,56.36,49.29,54.93,45.8,3.1502127659574466,test
1067,spaq,01068.jpg,56.23,39.86,41.08,47.29,60.36,58.07,3.307659574468085,validation
10125,spaq,10126.jpg,37.25,19.75,50.38,24.29,62.75,71.0,2.5,test
8817,spaq,08818.jpg,43.75,66.25,63.75,60.75,39.75,36.75,2.776595744680851,validation
6477,spaq,06478.jpg,33.33,68.33,72.38,71.63,34.11,27.38,2.333191489361702,training
10133,spaq,10134.jpg,6.5,44.75,36.75,36.0,8.0,2.0,1.1914893617021276,training
9146,spaq,09147.jpg,20.33,47.67,45.17,40.17,20.67,7.83,1.7799999999999998,training
9303,spaq,09304.jpg,61.67,58.83,61.0,61.17,52.33,65.5,3.539148936170213,validation
4048,spaq,04049.jpg,73.33,71.0,73.23,67.08,70.0,70.08,4.03531914893617,training
9796,spaq,09797.jpg,55.25,61.78,64.44,58.67,54.11,53.22,3.2659574468085104,test
2752,spaq,02753.jpg,47.48,66.4,67.39,56.39,50.0,32.5,2.93531914893617,training
8480,spaq,08481.jpg,37.6,46.2,51.1,44.3,44.6,24.9,2.5148936170212766,training
7697,spaq,07698.jpg,75.17,74.5,73.67,75.83,72.83,74.17,4.113617021276596,training
9190,spaq,09191.jpg,13.13,32.11,22.33,28.11,23.33,6.0,1.4736170212765958,training
1641,spaq,01642.jpg,38.44,39.6,42.89,48.0,44.75,46.8,2.5506382978723403,training
1181,spaq,01182.jpg,82.33,78.86,85.33,82.33,77.83,81.14,4.418297872340426,training
1747,spaq,01748.jpg,30.78,28.0,43.0,36.44,43.75,35.11,2.22468085106383,test
5556,spaq,05557.jpg,63.4,60.8,63.8,66.8,63.0,67.4,3.612765957446808,training
7584,spaq,07585.jpg,32.2,48.0,51.8,39.8,28.4,15.2,2.2851063829787233,training
8904,spaq,08905.jpg,55.57,56.67,57.0,59.14,49.57,57.43,3.279574468085106,test
7559,spaq,07560.jpg,77.0,72.5,70.25,78.5,66.5,77.5,4.191489361702128,training
1597,spaq,01598.jpg,58.75,65.27,63.31,60.8,61.47,59.5,3.4148936170212765,validation
5872,spaq,05873.jpg,62.8,66.8,69.6,62.0,69.8,64.2,3.5872340425531912,test
8951,spaq,08952.jpg,23.5,45.67,46.0,53.0,23.0,9.17,1.9148936170212765,training
2506,spaq,02507.jpg,19.9,39.9,48.8,40.2,25.22,9.6,1.7617021276595743,training
8528,spaq,08529.jpg,19.88,12.57,34.13,25.13,31.0,20.75,1.7608510638297872,training
8491,spaq,08492.jpg,46.33,65.2,61.8,69.1,57.3,44.5,2.8863829787234043,training
568,spaq,00569.jpg,83.17,81.53,82.67,84.94,78.67,83.94,4.454042553191489,training
6232,spaq,06233.jpg,73.0,68.33,59.33,65.0,74.0,72.33,4.0212765957446805,training
959,spaq,00960.jpg,36.3,49.45,56.5,49.64,45.64,16.4,2.459574468085106,training
3698,spaq,03699.jpg,80.69,77.0,85.23,75.77,79.69,79.23,4.348510638297872,training
2440,spaq,02441.jpg,60.89,62.44,62.56,61.11,60.67,61.67,3.5059574468085106,training
6640,spaq,06641.jpg,22.5,48.83,40.67,39.17,23.33,14.0,1.872340425531915,training
1624,spaq,01625.jpg,26.6,30.4,43.22,36.6,27.11,15.5,2.046808510638298,training
421,spaq,00422.jpg,78.86,83.86,82.43,85.14,80.57,83.0,4.27063829787234,training
11040,spaq,11041.jpg,17.63,55.38,48.75,43.63,35.63,9.43,1.6651063829787234,training
7341,spaq,07342.jpg,90.33,94.0,94.0,93.67,95.0,92.33,4.758723404255319,training
9391,spaq,09392.jpg,39.5,61.33,51.33,57.67,39.67,25.5,2.595744680851064,training
2089,spaq,02090.jpg,71.13,62.44,69.89,65.0,72.0,66.44,3.9417021276595743,validation
1957,spaq,01958.jpg,12.11,21.33,14.75,22.33,10.38,4.44,1.4302127659574468,training
8679,spaq,08680.jpg,43.5,52.0,48.5,40.25,46.0,52.75,2.7659574468085104,training
1211,spaq,01212.jpg,25.71,59.29,57.29,56.71,43.86,21.0,2.008936170212766,training
9778,spaq,09779.jpg,57.44,59.8,63.1,64.2,55.1,61.8,3.3591489361702127,validation
8729,spaq,08730.jpg,60.0,69.71,64.14,67.29,60.5,59.13,3.4680851063829787,validation
3587,spaq,03588.jpg,36.83,59.5,62.0,48.75,37.08,25.55,2.482127659574468,test
6743,spaq,06744.jpg,25.2,29.0,37.4,32.8,38.6,26.4,1.9872340425531916,training
10342,spaq,10343.jpg,68.43,63.57,73.29,62.0,64.43,70.14,3.826808510638298,test
5001,spaq,05002.jpg,44.38,65.75,50.5,41.88,35.38,42.0,2.803404255319149,training
7748,spaq,07749.jpg,47.8,47.6,60.0,49.2,51.6,41.8,2.948936170212766,training
240,spaq,00241.jpg,43.0,51.67,55.15,51.08,54.31,33.77,2.74468085106383,training
7535,spaq,07536.jpg,85.0,73.5,71.0,77.67,73.17,70.83,4.531914893617022,training
2154,spaq,02155.jpg,83.29,74.93,79.64,75.27,78.13,78.64,4.459148936170213,training
9602,spaq,09603.jpg,85.83,83.67,86.0,84.33,83.33,82.5,4.567234042553191,training
9345,spaq,09346.jpg,77.43,71.29,70.57,72.29,64.0,71.29,4.209787234042554,training
6611,spaq,06612.jpg,29.67,46.5,63.0,44.67,39.17,21.33,2.177446808510638,test
10577,spaq,10578.jpg,13.71,50.0,39.71,42.57,44.43,8.4,1.4982978723404257,training
1642,spaq,01643.jpg,30.18,51.45,65.33,53.64,38.3,12.73,2.1991489361702126,training
7163,spaq,07164.jpg,81.2,80.8,78.2,81.2,80.6,74.0,4.370212765957447,training
7133,spaq,07134.jpg,19.0,52.5,60.25,52.75,34.25,10.75,1.7234042553191489,test
7881,spaq,07882.jpg,72.17,67.0,69.33,65.5,74.5,79.17,3.9859574468085106,training
4991,spaq,04992.jpg,42.88,56.88,41.75,43.14,46.88,41.13,2.7395744680851064,validation
6461,spaq,06462.jpg,40.71,67.0,63.86,59.71,58.86,27.43,2.6472340425531913,training
2113,spaq,02114.jpg,37.23,62.64,61.64,55.62,46.08,26.46,2.4991489361702124,training
2656,spaq,02657.jpg,66.67,68.33,69.67,71.11,77.13,69.89,3.751914893617021,training
7061,spaq,07062.jpg,7.29,5.0,15.57,11.67,9.14,12.43,1.2251063829787234,training
10606,spaq,10607.jpg,49.0,62.43,58.14,63.43,49.86,41.83,3.0,training
365,spaq,00366.jpg,78.33,78.22,82.06,77.58,82.47,80.11,4.2480851063829785,training
3878,spaq,03879.jpg,61.69,49.54,74.23,60.38,65.33,64.38,3.5399999999999996,validation
338,spaq,00339.jpg,42.0,62.9,53.82,59.7,24.91,38.64,2.702127659574468,test
11077,spaq,11078.jpg,32.67,57.0,63.33,51.17,38.0,25.0,2.3051063829787233,test
6956,spaq,06957.jpg,63.4,48.9,65.0,54.7,73.1,77.0,3.612765957446808,training
440,spaq,00441.jpg,45.22,55.11,52.56,55.33,44.67,41.0,2.8391489361702127,training
8253,spaq,08254.jpg,54.6,57.0,59.4,47.6,66.2,54.4,3.2382978723404254,training
10472,spaq,10473.jpg,38.5,46.5,46.33,50.67,26.83,33.0,2.5531914893617023,training
5635,spaq,05636.jpg,12.25,41.0,42.33,27.5,41.33,12.5,1.4361702127659575,training
3712,spaq,03713.jpg,74.36,73.77,76.85,73.08,75.23,72.0,4.0791489361702125,training
7774,spaq,07775.jpg,49.0,41.75,57.25,47.88,46.5,56.63,3.0,validation
4118,spaq,04119.jpg,72.3,71.55,73.82,74.36,69.0,70.9,3.9914893617021274,training
8734,spaq,08735.jpg,32.38,51.75,55.29,59.29,34.88,23.0,2.2927659574468087,training
9762,spaq,09763.jpg,28.78,46.7,64.78,49.3,37.4,23.8,2.1395744680851063,training
4684,spaq,04685.jpg,78.4,70.4,77.4,78.8,77.8,79.8,4.251063829787235,training
3315,spaq,03316.jpg,64.75,61.75,58.63,66.0,64.5,64.25,3.6702127659574466,training
8010,spaq,08011.jpg,39.4,58.2,55.2,54.4,46.6,28.2,2.5914893617021275,training
2110,spaq,02111.jpg,29.62,55.0,54.33,53.13,48.87,19.64,2.17531914893617,training
1414,spaq,01415.jpg,61.4,70.6,62.73,63.7,51.27,49.82,3.527659574468085,test
5821,spaq,05822.jpg,66.2,67.0,71.0,67.6,60.6,70.6,3.731914893617021,training
1138,spaq,01139.jpg,36.88,63.38,65.0,59.0,33.67,20.38,2.4842553191489363,training
6804,spaq,06805.jpg,22.5,55.5,50.5,52.0,14.5,12.5,1.872340425531915,training
3868,spaq,03869.jpg,32.69,50.69,53.83,56.46,32.5,24.54,2.3059574468085104,training
7329,spaq,07330.jpg,58.67,62.33,67.0,70.0,56.33,59.67,3.4114893617021274,validation
10718,spaq,10719.jpg,37.2,32.2,50.4,45.4,21.6,25.6,2.497872340425532,training
7233,spaq,07234.jpg,14.0,22.5,36.5,23.0,15.0,14.5,1.5106382978723403,training
11020,spaq,11021.jpg,67.0,56.14,59.17,61.0,75.71,72.29,3.7659574468085104,training
8681,spaq,08682.jpg,49.38,57.13,59.43,64.86,33.63,37.75,3.0161702127659575,validation
4854,spaq,04855.jpg,25.75,55.33,51.92,46.08,33.92,14.91,2.0106382978723403,training
9935,spaq,09936.jpg,63.4,63.0,69.6,56.6,51.8,59.8,3.612765957446808,test
6374,spaq,06375.jpg,68.13,68.63,71.88,70.25,66.0,66.63,3.8140425531914888,training
8294,spaq,08295.jpg,67.13,68.5,76.56,78.22,62.6,67.3,3.7714893617021272,test
7727,spaq,07728.jpg,84.0,82.67,81.5,82.5,81.83,83.17,4.48936170212766,training
1669,spaq,01670.jpg,77.11,77.0,82.13,77.0,79.88,77.67,4.196170212765957,training
546,spaq,00547.jpg,77.17,75.0,80.58,76.17,79.64,76.0,4.198723404255319,training
2379,spaq,02380.jpg,42.44,58.91,66.22,65.56,46.73,21.11,2.720851063829787,validation
6356,spaq,06357.jpg,74.83,69.0,73.33,67.83,73.17,69.33,4.099148936170213,training
1881,spaq,01882.jpg,79.08,72.91,84.33,74.58,75.58,74.58,4.28,training
5985,spaq,05986.jpg,35.5,31.5,52.25,64.5,12.75,46.75,2.425531914893617,training
2723,spaq,02724.jpg,53.58,65.83,63.58,63.67,65.0,49.69,3.1948936170212763,training
8487,spaq,08488.jpg,58.3,56.8,68.7,68.6,69.9,62.2,3.3957446808510636,test
992,spaq,00993.jpg,31.9,54.4,56.22,49.4,34.9,21.7,2.272340425531915,training
